"","code_id","type_id","group_id","code_name","group_name","specific_type_id"
"823","G8226","HCPC","XX0000","Patient not documented to have received prescription for anticoagulant therapy at discharge","Ungrouped Codes",""
"824","G8231","HCPC","XX0000","Patient not documented to have received T-PA or not documented to have been considered a candidate for T-PA administration","Ungrouped Codes",""
"825","G8234","HCPC","XX0000","Patient not documented to have received dysphagia screening","Ungrouped Codes",""
"826","G8238","HCPC","XX0000","Patient not documented to have received order for or consideration for rehabilitation services","Ungrouped Codes",""
"827","G8240","HCPC","XX0000"," Internal carotid stenosis patient in the 30-99% range, and no documentation of reference to measurements of distal internal carotid diameter as the denominator for stenosis measurement","Ungrouped Codes",""
"828","G8243","HCPC","XX0000"," Patient not documented to have received CT or MRI and the presence or absence of hemorrhage, mass lesion and acute infarction not documented in the final report","Ungrouped Codes",""
"829","G8246","HCPC","XX0000","Patient was not an eligible candidate for medical history review with assessment of new or changing moles","Ungrouped Codes",""
"830","G8248","HCPC","XX0000","Patient with at least one alarm symptom not documented to have had upper endoscopy or referral for upper endoscopy","Ungrouped Codes",""
"831","G8251","HCPC","XX0000","Patient not documented to have received an esophageal biopsy when suspicion of Barrett's esophagus is indicated in the endoscopy report","Ungrouped Codes",""
"832","G8254","HCPC","XX0000","Patient with no documentation order for barium swallow test","Ungrouped Codes",""
"833","G8257","HCPC","XX0000","Clinician has not documented reconciliation of discharge medications with current medication list in medical record","Ungrouped Codes",""
"834","G8260","HCPC","XX0000","Patient not documented to have surrogate decision maker or advance care plan in medical record","Ungrouped Codes",""
"835","G8263","HCPC","XX0000","Patient not documented to have been assessed for presence or absence of urinary incontinence","Ungrouped Codes",""
"836","G8266","HCPC","XX0000","Patient not documented to have received characterization of urinary incontinence","Ungrouped Codes",""
"837","G8268","HCPC","XX0000","Patient not documented to have received plan of care for urinary incontinence","Ungrouped Codes",""
"838","G8271","HCPC","XX0000","Patient with no documentation of screening for fall risks (2 or more falls in the past year or any fall with injury in the past year)","Ungrouped Codes",""
"839","G8274","HCPC","XX0000","Clinician has not documented presence or absence of alarm symptoms","Ungrouped Codes",""
"840","G8276","HCPC","XX0000","Patient not documented to have received medical history with assessment of new or changing moles","Ungrouped Codes",""
"841","G8279","HCPC","XX0000","Patient not documented to have received a complete physical skin exam","Ungrouped Codes",""
"842","G8282","HCPC","XX0000","Patient not documented to have received counseling to perform a self-examination","Ungrouped Codes",""
"843","G8285","HCPC","XX0000","Patient not documented to have received pharmacologic therapy","Ungrouped Codes",""
"844","G8289","HCPC","XX0000"," Patient with no documentation of calcium and vitamin D use or counseling regarding both calcium and vitamin D use, or exercise","Ungrouped Codes",""
"845","G8293","HCPC","XX0000","COPD patient without spirometry results documented","Ungrouped Codes",""
"846","G8296","HCPC","XX0000","COPD patient not documented to have inhaled bronchodilator therapy prescribed","Ungrouped Codes",""
"847","G8298","HCPC","XX0000","Patient documented to have received optic nerve head evaluation","Ungrouped Codes",""
"848","G8299","HCPC","XX0000","Patient not documented to have received optic nerve head evaluation","Ungrouped Codes",""
"849","G8302","HCPC","XX0000","Patient documented to have a specific target intraocular pressure range goal","Ungrouped Codes",""
"850","G8303","HCPC","XX0000","Patient not documented to have a specific target intraocular pressure range goal","Ungrouped Codes",""
"851","G8304","HCPC","XX0000","Clinician documented that patient was not an eligible candidate for a specific target intraocular pressure range goal","Ungrouped Codes",""
"852","G8305","HCPC","XX0000","Clinician has not provided care for the primary open-angle glaucoma patient for the required time for treatment range goal documentation measurement","Ungrouped Codes",""
"853","G8306","HCPC","XX0000","Primary open-angle glaucoma patient with intraocular pressure above the target range goal documented to have received plan of care","Ungrouped Codes",""
"854","G8307","HCPC","XX0000"," Primary open-angle glaucoma patient with intraocular pressure at or below goal, no plan of care necessary","Ungrouped Codes",""
"855","G8308","HCPC","XX0000"," Primary open-angle glaucoma patient with intraocular pressure above the target range goal, and not documented to have received plan of care during the reporting year","Ungrouped Codes",""
"856","G8310","HCPC","XX0000","Patient not documented to have been prescribed/recommended at least one antioxidant vitamin or mineral supplement during the reporting year","Ungrouped Codes",""
"857","G8314","HCPC","XX0000","Patient not documented to have received macular exam with documentation of presence or absence of macular thickening or hemorrhage and no documentation of Level of macular degeneration severity","Ungrouped Codes",""
"858","G8318","HCPC","XX0000","Patient documented not to have visual functional status assessed","Ungrouped Codes",""
"859","G8322","HCPC","XX0000"," Patient not documented to have had presurgical axial length, corneal power measurement and method of intraocular lens power calculation","Ungrouped Codes",""
"860","G8326","HCPC","XX0000","Patient not documented to have received fundus evaluation within 6 months prior to cataract surgery","Ungrouped Codes",""
"861","G8330","HCPC","XX0000","Patient not documented to have received dilated macular or fundus exam with level of severity of retinopathy and the presence or absence of macular edema not documented","Ungrouped Codes",""
"862","G8334","HCPC","XX0000","Documentation of findings of macular or fundus exam not communicated to the physician managing the patient's ongoing diabetes care","Ungrouped Codes",""
"863","G8338","HCPC","XX0000","Clinician has not documented that communication was sent to the physician managing ongoing care of patient that a fracture occurred and that the patient was or should be tested or treated for osteoporosis","Ungrouped Codes",""
"864","G8341","HCPC","XX0000","Patient not documented to have had central DEXA measurement or pharmacologic therapy","Ungrouped Codes",""
"865","G8345","HCPC","XX0000","Patient not documented to have had central DEXA measurement ordered or performed or pharmacologic therapy","Ungrouped Codes",""
"866","G8351","HCPC","XX0000","Patient not documented to have had ECG","Ungrouped Codes",""
"867","G8354","HCPC","XX0000","Patient not documented to have received or taken aspirin 24 hours before emergency department arrival or during emergency department stay","Ungrouped Codes",""
"868","G8357","HCPC","XX0000","Patient not documented to have had ECG","Ungrouped Codes",""
"869","G8360","HCPC","XX0000","Patient not documented to have vital signs recorded and reviewed","Ungrouped Codes",""
"870","G8362","HCPC","XX0000","Patient not documented to have oxygen saturation assessed","Ungrouped Codes",""
"871","G8365","HCPC","XX0000","Patient not documented to have mental status assessed","Ungrouped Codes",""
"872","G8367","HCPC","XX0000","Patient not documented to have appropriate empiric antibiotic prescribed","Ungrouped Codes",""
"873","G8370","HCPC","XX0000","Asthma patients with numeric frequency of symptoms or patient completion of an asthma assessment tool/survey/questionnaire not documented","Ungrouped Codes",""
"874","G8371","HCPC","XX0000","Chemotherapy documented as not received or prescribed for Stage III colon cancer patients","Ungrouped Codes",""
"875","G8372","HCPC","XX0000","Chemotherapy documented as received or prescribed for Stage III colon cancer patients","Ungrouped Codes",""
"876","G8373","HCPC","XX0000","Chemotherapy plan documented prior to chemotherapy administration","Ungrouped Codes",""
"877","G8374","HCPC","XX0000","Chemotherapy plan not documented prior to chemotherapy administration","Ungrouped Codes",""
"878","G8375","HCPC","XX0000","Chronic lymphocytic leukemia (CLL) patient with no documentation of baseline flow cytometry performed","Ungrouped Codes",""
"879","G8376","HCPC","XX0000","Clinician documentation that breast cancer patient was not eligible for tamoxifen or aromatase inhibitor therapy measure","Ungrouped Codes",""
"880","G8377","HCPC","XX0000","Clinician documentation that colon cancer patient is not eligible for chemotherapy measure","Ungrouped Codes",""
"881","G8378","HCPC","XX0000","Clinician documentation that patient was not an eligible candidate for radiation therapy measure","Ungrouped Codes",""
"882","G8379","HCPC","XX0000","Documentation of radiation therapy recommended within 12 months of first office visit","Ungrouped Codes",""
"883","G8380","HCPC","XX0000"," For patients with ER or PR positive, Stage IC-III breast cancer, clinician did not document that the patient received or was prescribed tamoxifen or aromatase inhibitor","Ungrouped Codes",""
"884","G8381","HCPC","XX0000"," For patients with ER or PR positive, Stage IC-III breast cancer, clinician documented or prescribed that the patient is receiving tamoxifen or aromatase inhibitor","Ungrouped Codes",""
"885","G8382","HCPC","XX0000","Multiple myeloma patients with no documentation of prescribed or received intravenous bisphosphonate therapy","Ungrouped Codes",""
"886","G8383","HCPC","XX0000","No documentation of radiation therapy recommended within 12 months of first office visit","Ungrouped Codes",""
"887","G8384","HCPC","XX0000","Baseline cytogenetic testing not performed in patients with myelodysplastic syndrome (MDS) or acute leukemias","Ungrouped Codes",""
"888","G8385","HCPC","XX0000","Diabetic patients with no documentation of hemoglobin A1c level (within the last 12 months)","Ungrouped Codes",""
"889","G8386","HCPC","XX0000","Diabetic patients with no documentation of low-density lipoprotein (within the last 12 months)","Ungrouped Codes",""
"890","G8387","HCPC","XX0000","ESRD patient with a hematocrit or hemoglobin not documented","Ungrouped Codes",""
"891","G8388","HCPC","XX0000"," ESRD patient with URR or Kt/V value not documented, but otherwise eligible for measure","Ungrouped Codes",""
"892","G8389","HCPC","XX0000","Myelodysplastic syndrome (MDS) patients with no documentation of iron stores prior to receiving erythropoietin therapy","Ungrouped Codes",""
"893","G8390","HCPC","XX0000","Diabetic patients with no documentation of blood pressure measurement (within the last 12 months)","Ungrouped Codes",""
"894","G8391","HCPC","XX0000"," Patients with persistent asthma, no documentation of preferred long-term control medication or acceptable alternative treatment prescribed","Ungrouped Codes",""
"895","G8395","HCPC","CT05306","left ventricular ejection fraction (lvef) >= 40% or documentation as normal or mildly depressed left ventricular systolic function","Heart Echo / Ultrasound",""
"896","G8396","HCPC","CT99198","left ventricular ejection fraction (lvef) not performed or documented","PQRI",""
"897","G8397","HCPC","CT0256","dilated macular or fundus exam performed, including documentation of the presence or absence of macular edema and level of severity of retinopathy","Eye Exam",""
"898","G8398","HCPC","CT99198","dilated macular or fundus exam not performed","PQRI",""
"899","G8399","HCPC","CT99198","patient with central dual-energy x-ray absorptiometry (dxa) results documented or ordered or pharmacologic therapy (other than minerals/vitamins) for osteoporosis prescribed)","PQRI",""
"900","G8400","HCPC","CT99198","patient with central dual-energy x-ray absorptiometry (dxa) results not documented or not ordered or pharmacologic therapy (other than minerals/vitamins) for osteoporosis not prescribed","PQRI",""
"901","G8401","HCPC","CT99198","clinician documented that patient was not an eligible candidate for screening or therapy for osteoporosis for women measure","PQRI",""
"902","G8402","HCPC","XX0000"," Tobacco (smoke) use cessation intervention, counseling","Ungrouped Codes",""
"903","G8403","HCPC","XX0000","Tobacco (smoke) use cessation intervention not counseled","Ungrouped Codes",""
"904","G8404","HCPC","CT99198","lower extremity neurological exam performed and documented","PQRI",""
"905","G8405","HCPC","CT99198","lower extremity neurological exam not performed","PQRI",""
"906","G8406","HCPC","CT99198","clinician documented that patient was not an eligible candidate for lower extremity neurological exam measure","PQRI",""
"907","G8407","HCPC","XX0000","ABI measured and documented","Ungrouped Codes",""
"908","G8408","HCPC","XX0000","ABI measurement was not obtained","Ungrouped Codes",""
"909","G8409","HCPC","XX0000","Clinician documented that patient was not an eligible candidate for ABI measurement measure","Ungrouped Codes",""
"910","G8410","HCPC","CT99198","footwear evaluation performed and documented","PQRI",""
"911","G8415","HCPC","CT99198","footwear evaluation was not performed","PQRI",""
"912","G8416","HCPC","CT99198","clinician documented that patient was not an eligible candidate for footwear evaluation measure","PQRI",""
"913","G8417","HCPC","CT99198","BMI is documented above normal parameters and a follow-up plan is documented","PQRI",""
"914","G8418","HCPC","CT99198","BMI is documented below normal parameters and a follow-up plan is documented","PQRI",""
"915","G8419","HCPC","CT99198","BMI documented outside normal parameters, no follow-up plan documented, no reason given","PQRI",""
"916","G8420","HCPC","CT99198","BMI is documented within normal parameters and no follow-up plan is required","PQRI",""
"917","G8421","HCPC","CT99198","BMI not documented and no reason is given","PQRI",""
"918","G8422","HCPC","CT99198","BMI not documented, documentation the patient is not eligible for BMI calculation","PQRI",""
"919","G8423","HCPC","XX0000","Documented that patient was screened and either influenza vaccination status is current or patient was counseled","Ungrouped Codes",""
"920","G8424","HCPC","XX0000","Influenza vaccine status was not screened","Ungrouped Codes",""
"921","G8425","HCPC","CT23307"," Influenza vaccine status screened, patient not current and counseling was not provided","Vaccine for flu or Pneumonia",""
"922","G8426","HCPC","CT23307"," Documented that patient was not appropriate for screening and/or counseling about the influenza vaccine (e.g., allergy to eggs)","Vaccine for flu or Pneumonia",""
"923","G8427","HCPC","CT99198","Eligible professional attests to documenting in the medical record they obtained, updated, or reviewed the patient's current medications","PQRI",""
"924","G8428","HCPC","CT99198","Current list of medications not documented as obtained, updated, or reviewed by the eligible professional, reason not given","PQRI",""
"925","G8429","HCPC","XX0000"," Incomplete or no provider documentation that patient's current medications with dosages (includes prescription, over-the-counter, herbals, vitamin/mineral/dietary nutritional supplements were assessed","Ungrouped Codes",""
"926","G8430","HCPC","CT99198","Eligible professional attests to documenting in the medical record the patient is not eligible for a current list of medications being obtained, updated, or reviewed by the eligible professional","PQRI",""
"927","G8431","HCPC","CT99198","Screening for clinical depression is documented as being positive and a follow-up plan is documented","PQRI",""
"928","G8432","HCPC","CT99198","no documentation of clinical depression screening using a standardized tool","PQRI",""
"929","G8433","HCPC","CT99198","Screening for clinical depression not documented, documentation stating the patient is not eligible","PQRI",""
"930","G8434","HCPC","XX0000","Documentation of cognitive impairment screening using a standardized tool","Ungrouped Codes",""
"931","G8435","HCPC","XX0000","No documentation of cognitive impairment screening using a standardized tool","Ungrouped Codes",""
"932","G8436","HCPC","XX0000","Patient not eligible/not appropriate for cognitive impairment screening","Ungrouped Codes",""
"933","G8437","HCPC","XX0000"," Documentation of clinician and patient involvement with the development of a plan of care including signature by the practitioner/therapist and either a co-signature by the patient or documented verbal agreement obtained from the patient or, when ne","Ungrouped Codes",""
"934","G8438","HCPC","XX0000"," No documentation of clinician and patient involvement with the development of a plan of care including signature by the practitioner/therapist and either a co-signature by the patient or documented verbal agreement obtained from the patient or, when","Ungrouped Codes",""
"935","G8439","HCPC","XX0000"," Documentation that patient is not eligible for co-developing a plan of care including signature by the practitioner/therapist and either a co-signature by the patient or documented verbal agreement obtained from the patient or, when necessary, an au","Ungrouped Codes",""
"936","G8440","HCPC","CT99198","documentation of pain assessment (including location, intensity and description) prior to initiation of treatment or documentation of the absence of pain as a result of assessment through discussion with the patient including the use of a standardize","PQRI",""
"937","G8441","HCPC","CT99198","no documentation of pain assessment (including location, intensity and description) prior to initiation of treatment","PQRI",""
"938","G8442","HCPC","CT99198","Pain assessment not documented as being performed, documentation the patient is not eligible for a pain assessment using a standardized tool","PQRI",""
"939","G8443","HCPC","XX0000","All prescriptions created during the encounter were generated using a qualified e-prescribing system","Ungrouped Codes",""
"940","G8445","HCPC","XX0000"," No prescriptions were generated during the encounter, provider does have access to a qualified e-prescribing system","Ungrouped Codes",""
"941","G8446","HCPC","XX0000"," Provider does have access to a qualified e-prescribing system and some or all of the prescriptions generated during the encounter were printed or phoned in as required by state or Federal law or regulations, patient request or pharmacy system being ","Ungrouped Codes",""
"942","G8447","HCPC","CT99198","patient encounter was documented using a cchit certified ehr","PQRI",""
"943","G8448","HCPC","CT99198","patient encounter was documented using a qualified (non-cchit certified) ehr","PQRI",""
"944","G8449","HCPC","XX0000"," Patient encounter was not documented using an EMR due to system reasons such as, the system being inoperable at the time of the visit; use of this code implies that an EMR is in place and generally available","Ungrouped Codes",""
"945","G8450","HCPC","CT99198","beta-blocker therapy prescribed for patients with left ventricular ejection fraction (lvef) <40% or documentation as moderately or severely depressed left ventricular systolic function","PQRI",""
"946","G8451","HCPC","CT99198","Beta-blocker therapy for LVEF < 40% not prescribed for reasons documented by the clinician (e.g., low blood pressure, fluid overload, asthma, patients recently treated with an intravenous positive inotropic agent, allergy, intolerance, other medical ","PQRI",""
"947","G8452","HCPC","CT99198","beta-blocker therapy not prescribed for patients with left ventricular ejection fraction (lvef) <40% or documentation as moderately or severely depressed left ventricular systolic function","PQRI",""
"948","G8453","HCPC","XX0000"," Tobacco use cessation intervention, counseling","Ungrouped Codes",""
"949","G8454","HCPC","XX0000"," Tobacco use cessation intervention not counseled, reason not specified","Ungrouped Codes",""
"950","G8455","HCPC","XX0000","Current tobacco smoker","Ungrouped Codes",""
"951","G8456","HCPC","XX0000","Specialist - other","Ungrouped Codes",""
"952","G8457","HCPC","XX0000","Current tobacco nonuser","Ungrouped Codes",""
"953","G8458","HCPC","CT99198","clinician documented that patient is not an eligible candidate for genotype testing; patient not receiving antiviral treatment for hepatitis c","PQRI",""
"954","G8459","HCPC","CT99198","clinician documented that patient is receiving antiviral treatment for hepatitis c","PQRI",""
"955","G8460","HCPC","CT99198","clinician documented that patient is not an eligible candidate for quantitative rna testing at week 12; patient not receiving antiviral treatment for hepatitis c","PQRI",""
"956","G8461","HCPC","CT99198","patient receiving antiviral treatment for hepatitis c","PQRI",""
"957","G8462","HCPC","CT99198","clinician documented that patient is not an eligible candidate for counseling regarding contraception prior to antiviral treatment; patient not receiving antiviral treatment for hepatitis c","PQRI",""
"958","G8463","HCPC","CT99198","patient receiving antiviral treatment for hepatitis c documented","PQRI",""
"959","G8464","HCPC","CT99198","clinician documented that prostate cancer patient is not an eligible candidate for adjuvant hormonal therapy; low or intermediate risk of recurrence or risk of recurrence not determined","PQRI",""
"960","G8465","HCPC","CT99198","high risk of recurrence of prostate cancer","PQRI",""
"961","G8466","HCPC","XX0000"," Clinician documented that patient is not an eligible candidate for suicide risk assessment; major depressive disorder, in remission","Ungrouped Codes",""
"962","G8467","HCPC","XX0000","Documentation of new diagnosis of initial or recurrent episode of major depressive disorder","Ungrouped Codes",""
"963","G8468","HCPC","CT99198","angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy prescribed for patients with a left ventricular ejection fraction (lvef) <40% or documentation of moderately or severely depressed left ventricular systolic f","PQRI",""
"964","G8469","HCPC","CT99198","clinician documented that patient with a left ventricular ejection fraction (lvef) <40% or documentation of moderately or severely depressed left ventricular systolic function was not an eligible candidate for angiotensin converting enzyme (ace) inhi","PQRI",""
"965","G8470","HCPC","CT99198","patient with left ventricular ejection fraction (lvef) >=40% or documentation as normal or mildly depressed left ventricular systolic function","PQRI",""
"966","G8471","HCPC","CT99198","left ventricular ejection fraction (lvef) was not performed or documented","PQRI",""
"967","G8472","HCPC","CT99198","angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy not prescribed for patients with a left ventricular ejection fraction (lvef) <40% or documentation of moderately or severely depressed left ventricular systol","PQRI",""
"968","G8473","HCPC","CT99198","angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy prescribed","PQRI",""
"969","G8474","HCPC","CT99198","angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy not prescribed for reasons documented by the clinician","PQRI",""
"970","G8475","HCPC","CT99198","angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy not prescribed, reason not specified","PQRI",""
"971","G8476","HCPC","CT99198","most recent blood pressure has a systolic measurement of <130 mm/hg and a diastolic measurement of <80 mm/hg","PQRI",""
"972","G8477","HCPC","CT99198","most recent blood pressure has a systolic measurement of >=130 mm/hg and/or a diastolic measurement of >=80 mm/hg","PQRI",""
"973","G8478","HCPC","CT99198","blood pressure measurement not performed or documented, reason not specified","PQRI",""
"974","G8479","HCPC","XX0000","Clinician prescribed angiotensin converting enzyme (ACE) inhibitor or angiotensin receptor blocker (ARB) therapy","Ungrouped Codes",""
"975","G8480","HCPC","XX0000","Clinician documented that patient was not an eligible candidate for angiotensin converting enzyme (ACE) inhibitor or angiotensin receptor blocker (ARB) therapy","Ungrouped Codes",""
"976","G8481","HCPC","XX0000"," Clinician did not prescribe angiotensin converting enzyme (ACE) inhibitor or angiotensin receptor blocker (ARB) therapy, reason not specified","Ungrouped Codes",""
"977","G8482","HCPC","CT99198","influenza immunization was ordered or administered","PQRI",""
"978","G8483","HCPC","CT99198","influenza immunization was not ordered or administered for reasons documented by clinician","PQRI",""
"979","G8484","HCPC","CT99198","influenza immunization was not ordered or administered, reason not specified","PQRI",""
"980","G8485","HCPC","CT99198","i intend to report the diabetes mellitus measures group","PQRI",""
"981","G8486","HCPC","CT99198","i intend to report the preventive care measures group","PQRI",""
"982","G8487","HCPC","CT99198","i intend to report the chronic kidney disease (ckd) measures group","PQRI",""
"983","G8488","HCPC","XX0000","Clinician intends to report the ESRD measure group","Ungrouped Codes",""
"984","G8489","HCPC","CT99198","i intend to report the coronary artery disease (cad) measures group","PQRI",""
"985","G8490","HCPC","CT99198","i intend to report the rheumatoid arthritis measures group","PQRI",""
"986","G8491","HCPC","CT99198","i intend to report the hiv/aids measures group","PQRI",""
"987","G8492","HCPC","CT99198","i intend to report the perioperative care measures group","PQRI",""
"988","G8493","HCPC","CT99198","i intend to report the back pain measures group","PQRI",""
"989","G8494","HCPC","CT99198","all quality actions for the applicable measures in the diabetes mellitus measures group have been performed for this patient","PQRI",""
"990","G8495","HCPC","CT99198","all quality actions for the applicable measures in the ckd measures group have been performed for this patient","PQRI",""
"991","G8496","HCPC","CT99198","all quality actions for the applicable measures in the preventive care measures group have been performed for this patient","PQRI",""
"992","G8497","HCPC","CT99198","all quality actions for the applicable measures in the coronary artery bypass graft (cabg) measures group have been performed for this patient","PQRI",""
"993","G8498","HCPC","CT99198","all quality actions for the applicable measures in the coronary artery disease (cad) measures group have been performed for this patient","PQRI",""
"994","G8499","HCPC","CT99198","all quality actions for the applicable measures in the rheumatoid arthritis measures group have been performed for this patient","PQRI",""
"995","G8500","HCPC","CT99198","all quality actions for the applicable measures in the hiv/aids measures group have been performed for this patient","PQRI",""
"996","G8501","HCPC","CT99198","all quality actions for the applicable measures in the perioperative care measures group have been performed for this patient","PQRI",""
"997","G8502","HCPC","CT99198","all quality actions for the applicable measures in the back pain measures group have been performed for this patient","PQRI",""
"998","G8503","HCPC","XX0000"," Documentation that prophylactic antibiotic was given within one hour (if fluoroquinolone or vancomycin, two hours) prior to surgical incision (or start of procedure when no incision is required)","Ungrouped Codes",""
"999","G8504","HCPC","XX0000"," Documentation of order for prophylactic antibiotics to be given within one hour (if fluoroquinolone or vancomycin, two hours) prior to surgical incision (or start of procedure when no incision is required)","Ungrouped Codes",""
"1000","G8505","HCPC","XX0000"," Documentation that prophylactic antibiotic was not given within one hour (if fluoroquinolone or vancomycin, two hours) prior to surgical incision (or start of procedure when no incision is required), reason not specified","Ungrouped Codes",""
"1001","G8506","HCPC","CT99198","patient receiving angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy","PQRI",""
"1002","G8507","HCPC","XX0000","Provider documentation that patient is not eligible for patient verification of current medications","Ungrouped Codes",""
"1003","G8508","HCPC","CT99198","documentation of pain assessment (including location, intensity and description) prior to initiation of treatment or documentation of the absence of pain as a result of assessment through discussion with the patient including the use of a standardize","PQRI",""
"1004","G8509","HCPC","CT99198","Pain assessment documented as positive using a standardized tool, follow-up plan not documented, reason not given","PQRI",""
"1005","G8510","HCPC","CT99198","Screening for clinical depression is documented as negative, a follow-up plan is not required","PQRI",""
"1006","G8511","HCPC","CT99198","Screening for clinical depression documented as positive, follow up plan not documented, reason not given","PQRI",""
"1007","G8512","HCPC","XX0000","Pain severity quantified; pain present","Ungrouped Codes",""
"1008","G8513","HCPC","XX0000","ABI measured and documented","Ungrouped Codes",""
"1009","G8514","HCPC","XX0000","Clinician documented that patient was not an eligible candidate for ABI measurement measure","Ungrouped Codes",""
"1010","G8515","HCPC","XX0000","ABI measurement was not obtained","Ungrouped Codes",""
"1011","G8516","HCPC","XX0000","Patient screened for future falls risk; documentation of two or more falls in the past year or any fall with injury in the past year","Ungrouped Codes",""
"1012","G8517","HCPC","XX0000","Patient screened for future fall risk; documentation of no falls in the past year or only one fall without injury in the past year","Ungrouped Codes",""
"1013","G8518","HCPC","XX0000","Clinical stage prior to surgery for lung cancer and esophageal cancer resection was recorded","Ungrouped Codes",""
"1014","G8519","HCPC","XX0000","Clinician documented that patient was not eligible for clinical stage prior to surgery for lung cancer and esophageal cancer resection measure","Ungrouped Codes",""
"1015","G8520","HCPC","XX0000"," Clinician stage prior to surgery for lung cancer and esophageal cancer resection was not recorded, reason not specified","Ungrouped Codes",""
"1016","G8521","HCPC","XX0000","Antiplatelet therapy received (ASA [81-325 mg/day] and/or clopidogrel [75 mg/day]) within 48 hours of the initiation of surgery and at discharge","Ungrouped Codes",""
"1017","G8522","HCPC","XX0000","Clinician documented that patient was not an eligible candidate for antiplatelet therapy","Ungrouped Codes",""
"1018","G8523","HCPC","XX0000"," Antiplatelet therapy not received 48 hours prior to CEA and at discharge, reason not specified","Ungrouped Codes",""
"1019","G8525","HCPC","CT99198","clinician documented that patient did not receive conventional cea","PQRI",""
"1020","G8526","HCPC","CT99198","patch closure not used for patient undergoing conventional cea, reason not specified","PQRI",""
"1021","G8527","HCPC","XX0000","Documentation of order for cefazolin or cefuroxime for antimicrobial prophylaxis","Ungrouped Codes",""
"1022","G8528","HCPC","XX0000","Clinician documented that patient was ineligible for prophylactic antibiotic selection measure","Ungrouped Codes",""
"1023","G8529","HCPC","XX0000"," Order for cefazolin or cefuroxime for antimicrobial prophylaxis not documented, reason not specified","Ungrouped Codes",""
"1024","G8530","HCPC","CT99198","autogenous av fistula received","PQRI",""
"1025","G8531","HCPC","CT99198","clinician documented that patient was not an eligible candidate for autogenous av fistula","PQRI",""
"1026","G8532","HCPC","CT99198","clinician documented that patient recevied vascular access other than autogenous av fistula, reason not specified","PQRI",""
"1027","G8533","HCPC","XX0000","Participation by a physician or other clinician in systematic clinical database registry that includes consensus-endorsed quality measures","Ungrouped Codes",""
"1028","G8534","HCPC","CT99198","documentation of an elder maltreatment screen and follow-up plan","PQRI",""
"1029","G8535","HCPC","CT99198","Elder maltreatment screen not documented; documentation that patient not eligible for the elder maltreatment screen","PQRI",""
"1030","G8536","HCPC","CT99198","no documentation of an elder maltreatment screen, reason not specified","PQRI",""
"1031","G8537","HCPC","CT99198","elder maltreatment screen documented, follow-up plan not documented, patient not eligible","PQRI",""
"1032","G8538","HCPC","CT99198","elder maltreatment screen documented, follow-up plan not documented, reason not specified","PQRI",""
"1033","G8539","HCPC","CT99198","Functional outcome assessment documented as positive using a standardized tool and a care plan based on identified deficiencies on the date of functional outcome assessment, is documented","PQRI",""
"1034","G8540","HCPC","CT99198","Functional outcome assessment not documented as being performed, documentation the patient is not eligible for a functional outcome assessment using a standardized tool","PQRI",""
"1035","G8541","HCPC","CT99198","no documentation of a current functional outcome assessment using a standardized tool, reason not specified","PQRI",""
"1036","G8542","HCPC","CT99198","Functional outcome assessment using a standardized tool is documented; no functional deficiencies identified, care plan not required","PQRI",""
"1037","G8543","HCPC","CT99198","Documentation of a positive functional outcome assessment using a standardized tool; care plan not documented, reason not given","PQRI",""
"1038","G8544","HCPC","CT99198","i intend to report the coronary artery bypass graft (cabg) measures group","PQRI",""
"1039","G8545","HCPC","XX0000","HEPC MEASURES GRP","Ungrouped Codes",""
"1040","G8546","HCPC","XX0000","CAP MEASURES GRP","Ungrouped Codes",""
"1041","G8547","HCPC","XX0000","IVD MEASURES GRP","Ungrouped Codes",""
"1042","G8548","HCPC","XX0000","HF MEASURES GRP","Ungrouped Codes",""
"1043","G8549","HCPC","XX0000","HEPC MG QUAL ACT PERFORM","Ungrouped Codes",""
"1044","G8550","HCPC","XX0000","CAP MG QUAL ACT PERFORM","Ungrouped Codes",""
"1045","G8551","HCPC","XX0000","HF MG QUAL ACT PERFORM","Ungrouped Codes",""
"1046","G8552","HCPC","XX0000","IVD MG QUAL ACT PERFORM","Ungrouped Codes",""
"1047","G8553","HCPC","XX0000","1 RX VIA QUALIFIED ERX SYS","Ungrouped Codes",""
"1048","G8556","HCPC","XX0000","REF TO DOC OTOLOG EVAL","Ungrouped Codes",""
"1049","G8557","HCPC","XX0000","PT INELIG REF OTOLOG EVAL","Ungrouped Codes",""
"1050","G8558","HCPC","XX0000","NO REF TO DOC OTOLOG EVAL","Ungrouped Codes",""
"1051","G8559","HCPC","XX0000","PT REF DOC OTO EVAL","Ungrouped Codes",""
"1052","G8560","HCPC","XX0000","PT HX ACT DRAIN PREV 90 DAYS","Ungrouped Codes",""
"1053","G8561","HCPC","XX0000","PT INELIG FOR REF OTO EVAL","Ungrouped Codes",""
"1054","G8562","HCPC","XX0000","PT NO HX ACT DRAIN 90 D","Ungrouped Codes",""
